"MGI.ID"	"MOUSE.ENTREZ.ID"	"MOUSE.GENE.NAME"	"MOUSE.UNIPROT.ID"	"HGNC.ID"	"HUMAN.ENTREZ.ID"	"HUMAN.GENE.NAME"	"HUMAN.UNIPROT.ID"	"HOMOLOGY"	"HomoloGene.ID"	"BLONDEAU_2004"	"COUGHENOUR_2004"	"PHILLIPS_2005"	"MORCIANO_2005"	"BURRE_2006"	"TAKAMORI_2006"	"KHANNA_2007"	"MORCIANO_2009"	"ABUL_HUSN_2009"	"GORINI_2010"	"GRONBORG_2010"	"ABUL_HUSN_2011"	"BOYKEN_2013"	"WILHELM_2014"	"BRINKMALM_2014"	"WEINGARTEN_2014"	"KOKOTAS_2018"	"Count"
"MGI:1920198"	72948	"Tppp"	"Q3URG1;Q7TQD2"	"HGNC:24164"	11076	"TPPP"	"O94811;Q4L233"	"YES"	21389	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	4
"MGI:95768"	14674	"Gna13"	"P27601;Q3UE40;Q8K086;Q9D034"	"HGNC:4381"	10672	"GNA13"	"Q14344;A0A024R8M0"	"YES"	55976	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	4
"MGI:2146021"	105853	"Mal2"	"Q2KHK7;Q8BI08"	"HGNC:13634"	114569	"MAL2"	"A0A024R9E4;Q969L2"	"YES"	14167	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	4
"MGI:105938"	19344	"Rab5b"	"B2RPS1;P61021"	"HGNC:9784"	5869	"RAB5B"	"A0A024RB09;P61020"	"YES"	104027	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	4
"MGI:1923588"	76338	"Rab2b"	"P59279;Q0PD64"	"HGNC:20246"	84932	"RAB2B"	"B4DUD4;Q8WUD1"	"YES"	23789	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	4
"MGI:1890467"	65114	"Vps35"	"Q9EQH3"	"HGNC:13487"	55737	"VPS35"	"Q96Qk1"	"YES"	6221	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4
"MGI:107807"	22272	"Uqcrq"	"Q9CQ69"	"HGNC:29594"	27089	"UQCRQ"	"O14949"	"YES"	40942	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3
"MGI:1919214"	108888	"Atad3a"	"Q925I1"	"HGNC:25567"	55210	"ATAD3A"	"Q9NVI7"	"YES"	10059	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	3
"MGI:103309"	14252	"Flot2"	"Q60634;Q3UEG9;Q5SS83"	"HGNC:3758"	2319	"FLOT2"	"A0A024QZ62;Q14254;Q9BTI6;J3QLD9;Q6FG43"	"YES"	3293	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	3
"MGI:99778"	14571	"Gpd2"	"Q64521"	"HGNC:4456"	2820	"GPD2"	"P43304;Q53T76"	"YES"	352	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3
"MGI:2158650"	170718	"Idh3b"	"Q91VA7"	"HGNC:5385"	3420	"IDH3B"	"A0A087X2E5;O43837;A0A087WZN1"	"YES"	5035	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	3
"MGI:107717"	17886	"Myh9"	"Q8VDD5"	"HGNC:7579"	4627	"MYH9"	"A0A024R1N1;P35579"	"YES"	129835	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	3
"MGI:1919410"	72160	"Tmem163"	"Q8C996"	"HGNC:25380"	81615	"TMEM163"	"Q8TC26"	"YES"	12798	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	3
"MGI:1913697"	66447	"Mgst3"	"Q9CPU4"	"HGNC:7064"	4259	"MGST3"	"A0A024R8Z1;O14880"	"YES"	3327	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3
"MGI:1915903"	68653	"Samm50"	"Q8BGH2"	"HGNC:24276"	25813	"SAMM50"	"Q9Y512"	"YES"	41034	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	3
"MGI:3039785"	240057	"Syngap1"	"F6SEU4"	"HGNC:11497"	8831	"SYNGAP1"	"Q96PV0"	"YES"	84739	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3
"MGI:103241"	20874	"Slk"	"A2RRK3;O54988"	"HGNC:11088"	9748	"SLK"	"Q9H2G2"	"YES"	22515	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	3
"MGI:88295"	12293	"Cacna2d1"	"O08532;Q14BH8"	"HGNC:1399"	781	"CACNA2D1"	"P54289;E7ERK3;Q9UIU0"	"YES"	579	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	3
"MGI:1889341"	57874	"Hacd3"	"Q8K2C9"	"HGNC:24175"	51495	"HACD3"	"Q9P035;H3BRL8"	"YES"	9494	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	3
"MGI:1927234"	56451	"Suclg1"	"Q9WUM5"	"HGNC:11449"	8802	"SUCLG1"	"P53597"	"YES"	55785	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3
"MGI:1316715"	12866	"Cox7a2"	"P48771"	"HGNC:2288"	1347	"COX7A2"	"H0UI06;P14406"	"YES"	36082	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3
"MGI:97592"	18747	"Prkaca"	"P05132"	"HGNC:9380"	5566	"PRKACA"	"P17612;A0A024R7J0;A8K8B9"	"YES"	121574	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3
"MGI:1915202"	67952	"Tomm20"	"Q4KL41;Q9DCC8"	"HGNC:20947"	9804	"TOMM20"	"A0A024R3W2;Q15388"	"YES"	44649	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	3
"MGI:106100"	66841	"Etfdh"	"Q921G7"	"HGNC:3483"	2110	"ETFDH"	"B4DEQ0;Q16134"	"YES"	3275	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	3
"MGI:1919161"	71911	"Bdh1"	"Q80XN0"	"HGNC:1027"	622	"BDH1"	"Q02338"	"YES"	20860	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3
"MGI:1278343"	14467	"Gbas"	"Q7TMG8"	"HGNC:4179"	2631	"GBAS"	"O75323"	"YES"	1137	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	3
"MGI:2446107"	207728	"Pde2a"	"Q5PR72;Q3TXZ6;Q3TYU3;Q3TYK5"	"HGNC:8777"	5138	"PDE2A"	"O00408;Q8IW54"	"YES"	1952	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	3
"MGI:106092"	110842	"Etfa"	"Q99LC5"	"HGNC:3481"	2108	"ETFA"	"P13804"	"YES"	100	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	3
"MGI:1891435"	66477	"Usmg5"	"Q78IK2"	"HGNC:30889"	84833	"USMG5"	"Q96IX5"	"YES"	11331	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	3
"MGI:1858222"	53860	"09-Sep"	"Q80UG5;A2A6U3"	"HGNC:7323"	10801	"09-Sep"	"Q9UHD8"	"YES"	90949	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	3
"MGI:1330848"	11980	"Atp8a1"	"P70704;Q3U9N5;Q52KQ7;Q8CA15"	"HGNC:13531"	10396	"ATP8A1"	"Q9Y2Q0"	"YES"	48402	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	3
"MGI:1915265"	68015	"Trap1"	"Q9CQN1"	"HGNC:16264"	10131	"TRAP1"	"Q12931;Q53FS6"	"YES"	9457	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3
"MGI:106402"	69981	"Tmem30a"	"Q8VEK0"	"HGNC:16667"	55754	"TMEM30A"	"Q9NV96"	"YES"	110703	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	3
"MGI:1338002"	14545	"Gdap1"	"O88741"	"HGNC:15968"	54332	"GDAP1"	"Q8TB36;B4DIH2"	"YES"	40713	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	3
"MGI:1196457"	11983	"Atpif1"	"O35143"	"HGNC:871"	93974	"ATPIF1"	"Q9UII2"	"YES"	40581	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3
"MGI:1195966"	18163	"Ctnnd2"	"E9QKH8;O35927;Q3U8L7;B7ZNF6"	"HGNC:2516"	1501	"CTNND2"	"E7EPC8;Q9UQB3;B4DRK2;B4DJU1"	"YES"	55574	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	3
"MGI:1196356"	232227	"Iqsec1"	"Q8R0S2;E9PUA3;A0A087WQ39"	"HGNC:29112"	9922	"IQSEC1"	"A0A087WWK8;B4DGC5;Q6DN90;A0A0C4DGT3"	"YES"	82429	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	3
"MGI:1309489"	12361	"Cask"	"O70589;B9EJ23"	"HGNC:1497"	8573	"CASK"	"O14936"	"YES"	2736	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	3
"MGI:1915113"	67863	"Slc25a11"	"Q5SX53;Q9CR62"	"HGNC:10981"	8402	"SLC25A11"	"Q6IBH0;Q02978"	"YES"	2637	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3
"MGI:1351486"	27096	"Trappc3"	"O55013;Q3U9K9"	"HGNC:19942"	27095	"TRAPPC3"	"A0A087WWM0;O43617;A0A087WYS5"	"YES"	6399	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	3
"MGI:1336200"	15444	"Hpca"	"P84075"	"HGNC:5144"	3208	"HPCA"	"P84074"	"YES"	55634	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3
"MGI:1917706"	70456	"Mpc2"	"Q9D023"	"HGNC:24515"	25874	"MPC2"	"A0A024R8Z5;O95563"	"YES"	31675	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3
"MGI:1913325"	66075	"Chchd3"	"Q9CRB9"	"HGNC:21906"	54927	"CHCHD3"	"A4D1N4;Q9NX63"	"YES"	9851	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3
"MGI:88275"	12386	"Ctnna2"	"Q61301"	"HGNC:2510"	1496	"CTNNA2"	"P26232;F6KRI5;Q49AD3"	"YES"	68394	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	3
"MGI:1922656"	75406	"Ndufs7"	"Q9DC70"	"HGNC:7714"	374291	"NDUFS7"	"O75251;Q7LD69;F5H5N1"	"YES"	11535	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	3
"MGI:1306775"	20916	"Sucla2"	"Q9Z2I9"	"HGNC:11448"	8803	"SUCLA2"	"E5KS60;Q9P2R7;Q9Y4T0"	"YES"	2856	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	3
"MGI:107686"	17992	"Ndufa4"	"Q62425"	"HGNC:7687"	4697	"NDUFA4"	"A0A024R9Z0;O00483"	"YES"	37629	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	3
"MGI:1353429"	30059	"Timm10"	"P62073"	"HGNC:11814"	26519	"TIMM10"	"P62072"	"YES"	40845	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3
"MGI:1915625"	68375	"Ndufa8"	"Q9DCJ5"	"HGNC:7692"	4702	"NDUFA8"	"P51970"	"YES"	40932	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	3
"MGI:2448506"	224020	"Pi4ka"	"E9Q3L2;Q6DIC7"	"HGNC:8983"	5297	"PI4KA"	"B4DYG5;J3KN10;Q4LE69"	"YES"	11171	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3
NA	NA	NA	NA	"HGNC:15757"	55423	"SIRPG"	"Q9P1W8"	"NO"	NA	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	3
"MGI:2183559"	228998	"Arfgap1"	"Q9EPJ9;Q3TGS9;Q6PB94;V9GXM1"	"HGNC:15852"	55738	"ARFGAP1"	"Q8N6T3;Q53F62"	"YES"	5517	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	3
"MGI:106558"	52837	"Tmx4"	"Q0P5W2;Q8C0L0"	"HGNC:25237"	56255	"TMX4"	"Q9H1E5"	"YES"	10901	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	3
"MGI:2443582"	268860	"Abat"	"P61922"	"HGNC:23"	18	"ABAT"	"P80404;X5D8S1"	"YES"	542	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3
"MGI:1353431"	30052	"Pcsk1n"	"Q9QXV0"	"HGNC:17301"	27344	"PCSK1N"	"Q9UHG2"	"YES"	8315	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	3
"MGI:2138446"	245860	"Atg9a"	"Q3ZAQ4;Q68FE2"	"HGNC:22408"	79065	"ATG9A"	"A0A024R438;Q7Z3C6"	"YES"	34495	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	3
"MGI:1931295"	80718	"Rab27b"	"Q549X4;Q99P58;Q05D38"	"HGNC:9767"	5874	"RAB27B"	"O00194"	"YES"	20879	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	3
"MGI:96021"	15129	"Hbb-b1"	"A8DUK0;P02088"	NA	NA	NA	NA	"NO"	NA	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	3
"MGI:1351335"	27222	"Atp1a4"	"Q9WV27"	"HGNC:14073"	480	"ATP1A4"	"Q13733"	"YES"	113769	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	3
"MGI:1349762"	22240	"Dpysl3"	"Q3TT92;E9PWE8;Q62188"	"HGNC:3015"	1809	"DPYSL3"	"Q14195;Q6DEN2;Q8IXW6"	"YES"	20361	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	3
"MGI:1889007"	57776	"Ttyh1"	"Q9D3A9"	"HGNC:13476"	57348	"TTYH1"	"Q9H313"	"YES"	10779	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	3
"MGI:97836"	110391	"Qdpr"	"Q8BVI4"	"HGNC:9752"	5860	"QDPR"	"P09417"	"YES"	271	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	3
"MGI:103285"	110935	"Atp6v1b1"	"Q91YH6"	"HGNC:853"	525	"ATP6V1B1"	"P15313"	"YES"	68198	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	3
"MGI:88296"	12287	"Cacna1b"	"O55017;A2AIS0;A2AIR9"	"HGNC:1389"	774	"CACNA1B"	"Q00975;B1AQK7"	"YES"	20184	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	3
"MGI:1351597"	27425	"Atp5l"	"Q9CPQ8"	"HGNC:14247"	10632	"ATP5L"	"O75964"	"YES"	86074	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	3
"MGI:1928375"	56378	"Arpc3"	"Q9JM76"	"HGNC:706"	10094	"ARPC3"	"O15145"	"YES"	4178	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	3
"MGI:1920177"	72927	"Hepacam"	"B2RSY3;Q640R3"	"HGNC:26361"	220296	"HEPACAM"	"Q14CZ8"	"YES"	17652	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3
"MGI:102704"	14704	"Gng3"	"P63216"	"HGNC:4405"	2785	"GNG3"	"P63215"	"YES"	22575	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	3
"MGI:1347353"	320707	"Atp2b3"	"Q0VF55;Q8C048;A2ALL9"	"HGNC:816"	492	"ATP2B3"	"Q16720"	"YES"	123775	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	3
"MGI:98385"	20739	"Spta1"	"P08032"	"HGNC:11272"	6708	"SPTA1"	"P02549"	"YES"	74460	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	3
"MGI:1861691"	56839	"Lgi1"	"Q9JIA1"	"HGNC:6572"	9211	"LGI1"	"O95970"	"YES"	3737	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	3
"MGI:1095409"	22146	"Tuba1c"	"P68373;Q52L87"	"HGNC:20768"	84790	"TUBA1C"	"B7Z1K5;F5H5D3;Q9BQE3"	"YES"	69045	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	3
"MGI:1915916"	68666	"Svop"	"Q8BFT9"	"HGNC:25417"	55530	"SVOP"	"Q8N4V2"	"YES"	41283	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	3
"MGI:1313266"	11658	"Alcam"	"Q3TTY3;Q54AJ5;Q61490;E9Q3Q6"	"HGNC:400"	214	"ALCAM"	"Q13740;B3KNN9"	"YES"	1229	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	3
"MGI:96016"	110257	"Hba-a2"	"Q91VB8"	"HGNC:4824"	3040	"HBA2"	"D1MGQ2;P69905"	"YES"	469	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	3
"MGI:1333782"	18807	"Pld3"	"O35405"	"HGNC:17158"	23646	"PLD3"	"A0A024R0Q4;Q8IV08"	"YES"	7893	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	3
"MGI:2444846"	320840	"Negr1"	"Q80Z24;A0A4W9;D3Z4T6"	"HGNC:17302"	257194	"NEGR1"	"Q7Z3B1"	"YES"	41447	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	3
"MGI:96912"	17136	"Mag"	"P20917;A0A087WPR1"	"HGNC:6783"	4099	"MAG"	"P20916;Q53ES7"	"YES"	1771	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3
"MGI:108057"	19988	"Rpl6"	"P47911;Q3UCH0"	"HGNC:10362"	6128	"RPL6"	"A0A024RBK3;Q02878;Q8TBK5"	"YES"	31001	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3
"MGI:88246"	12306	"Anxa2"	"P07356;Q542G9"	"HGNC:537"	302	"ANXA2"	"A0A024R5Z7;P07355"	"YES"	20857	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3
"MGI:98166"	20116	"Rps8"	"P62242;Q497E9"	"HGNC:10441"	6202	"RPS8"	"P62241;Q5JR94"	"YES"	133143	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3
"MGI:96231"	15482	"Hspa1l"	"A1L347;P16627"	"HGNC:5234"	3305	"HSPA1L"	"P34931;B4DI54;Q53FA3"	"YES"	135835	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	3
"MGI:1888986"	53310	"Dlg3"	"A2BEE9;P70175;A2BEF2;Q52KF7"	"HGNC:2902"	1741	"DLG3"	"Q92796;Q59FY1"	"YES"	41157	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	3
"MGI:1096584"	21762	"Psmd2"	"Q3TKV1;Q8VDM4"	"HGNC:9559"	5708	"PSMD2"	"Q13200"	"YES"	2101	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	3
"MGI:1350922"	27062	"Cadps"	"Q80TJ1"	"HGNC:1426"	8618	"CADPS"	"Q9ULU8;F1T0E5"	"YES"	2755	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	3
"MGI:2140967"	100732	"Mapre3"	"Q2UZW7;Q6PER3;D3Z6G3"	"HGNC:6892"	22924	"MAPRE3"	"Q9UPY8"	"YES"	56565	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	3
"MGI:107926"	19878	"Rock2"	"F8VPK5;P70336;Q3TR46"	"HGNC:10252"	9475	"ROCK2"	"O75116"	"YES"	21010	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	3
"MGI:1099463"	15929	"Idh3g"	"P70404;Q3TGZ3;Q3TKM5"	"HGNC:5386"	3421	"IDH3G"	"P51553;O15384"	"YES"	55803	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3
"MGI:1194508"	13200	"Ddost"	"O54734"	"HGNC:2728"	1650	"DDOST"	"A0A024RAD5;P39656"	"YES"	3821	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3
"MGI:98003"	19899	"Rpl18"	"P35980;Q58EW0;Q642K1"	"HGNC:10310"	6141	"RPL18"	"A0A024QZD1;Q07020"	"YES"	756	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3
"MGI:98159"	20104	"Rps6"	"P62754;Q5BLK1"	"HGNC:10429"	6194	"RPS6"	"A2A3R6;P62753"	"YES"	85949	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3
"MGI:1270152"	13476	"Reep5"	"G3X8R0;Q9CQG4"	"HGNC:30077"	7905	"REEP5"	"Q00765"	"YES"	68479	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3
"MGI:104750"	319504	"Nrcam"	"Q6QRP1;Q810U4"	"HGNC:7994"	4897	"NRCAM"	"Q14CA1;Q92823;B7Z670;C9JYY6"	"YES"	21041	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	3
"MGI:87977"	11636	"Ak1"	"Q9R0Y5"	"HGNC:361"	203	"AK1"	"P00568;Q6FGX9;Q5T9B7"	"YES"	20135	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3
"MGI:109602"	268566	"Gphn"	"A0JNY3;Q8BUV3"	"HGNC:15465"	10243	"GPHN"	"Q9NQX3"	"YES"	10820	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	3
"MGI:87918"	11518	"Add1"	"Q9QYC0;F8WGR0;F8WHZ9;E9Q1K3"	"HGNC:243"	118	"ADD1"	"P35611"	"YES"	22758	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3
"MGI:95865"	14870	"Gstp1"	"P19157"	"HGNC:4638"	2950	"GSTP1"	"P09211;V9HWE9"	"YES"	660	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3
"MGI:1929270"	56431	"Dstn"	"Q4FK36;Q9R0P5"	"HGNC:15750"	11034	"DSTN"	"P60981;V9HWA6"	"YES"	21362	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	3
"MGI:97760"	19088	"Prkar2b"	"P31324"	"HGNC:9392"	5577	"PRKAR2B"	"A0A024R712;B3KY43;P31323"	"YES"	37666	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3
"MGI:1347351"	26562	"Ncdn"	"Q9Z0E0"	"HGNC:17597"	23154	"NCDN"	"Q9UBB6"	"YES"	8064	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3
"MGI:2441697"	241263	"Gpr158"	"Q8C419"	"HGNC:23689"	57512	"GPR158"	"Q5T848"	"YES"	19381	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3
"MGI:1338759"	20333	"Sec22b"	"O08547"	"HGNC:10700"	9554	"SEC22B"	"O75396"	"YES"	3597	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3
"MGI:97550"	18645	"Pfn2"	"Q9JJV2"	"HGNC:8882"	5217	"PFN2"	"P35080"	"YES"	1974	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3
"MGI:96960"	17274	"Rab8a"	"P55258;Q0PD50"	"HGNC:7007"	4218	"RAB8A"	"A0A024R7I3;P61006"	"YES"	100934	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3
"MGI:98002"	269261	"Rpl12"	"P35979;Q5BLK0"	"HGNC:10302"	6136	"RPL12"	"P30050"	"YES"	128047	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3
"MGI:87870"	110446	"Acat1"	"Q8QZT1"	"HGNC:93"	38	"ACAT1"	"P24752"	"YES"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3
"MGI:88355"	12558	"Cdh2"	"P15116;Q3UIC2;Q8BSI9"	"HGNC:1759"	1000	"CDH2"	"P19022;A0A024RC42"	"YES"	20424	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	3
"MGI:98020"	19921	"Rpl19"	"A2A547;P84099;Q5I0T8"	"HGNC:10312"	6143	"RPL19"	"P84098;J3KTE4"	"YES"	68105	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	3
"MGI:1330861"	13175	"Dclk1"	"Q9JLM6;H7BX36;Q3UGP0;Q80VB6;A3KN70;Q8CCN4;A8IP62;Q9JLM8;Q8BRN4"	"HGNC:2700"	9201	"DCLK1"	"O15075;B7Z5K4"	"YES"	130530	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	3
"MGI:1336997"	14768	"Lancl1"	"O89112"	"HGNC:6508"	10314	"LANCL1"	"O43813;Q53TN2;B2R602;A0A024R3Z5"	"YES"	4417	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3
"MGI:1347060"	26441	"Psma4"	"Q9R1P0"	"HGNC:9533"	5685	"PSMA4"	"P25789;Q7Z474"	"YES"	2083	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3
"MGI:1346042"	23945	"Mgll"	"O35678;Q3UFN1;E9Q3B9"	"HGNC:17038"	11343	"MGLL"	"Q99685;B2ZGL7;A0A0C4DFN3;E7EWX8"	"YES"	38298	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	3
"MGI:1261814"	18483	"Palm"	"Q3TRX4;Q542N8;Q9Z0P4;Q8CB16"	"HGNC:8594"	5064	"PALM"	"A0A024R207;O75781;A0A024R1Y6"	"YES"	1937	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3
"MGI:107733"	69654	"Dctn2"	"Q3TPZ5;Q99KJ8"	"HGNC:2712"	10540	"DCTN2"	"Q13561;V9HW58;A8K8J9"	"YES"	4667	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	3
"MGI:105047"	19184	"Psmc5"	"P62196"	"HGNC:9552"	5705	"PSMC5"	"P62195"	"YES"	2098	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	3
"MGI:109130"	20867	"Stip1"	"Q60864"	"HGNC:11387"	10963	"STIP1"	"P31948;V9HW72"	"YES"	4965	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3
"MGI:1917606"	70356	"St13"	"Q99L47"	"HGNC:11343"	6767	"ST13"	"B4E0U6;P50502;Q0IJ56"	"YES"	2921	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3
"MGI:96907"	17118	"Marcks"	"P26645"	"HGNC:6759"	4082	"MARCKS"	"P29966;Q6NVI1"	"NO"	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3
"MGI:1929772"	65254	"Dpysl5"	"Q9EQF6"	"HGNC:20637"	56896	"DPYSL5"	"Q9BPU6"	"YES"	41347	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	3
"MGI:97594"	18749	"Prkacb"	"P68181"	"HGNC:9381"	5567	"PRKACB"	"P22694;A0A087WVC4;B7ZA00;B1APG3;B1APF9;B2RB89"	"YES"	121718	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3
"MGI:894308"	216344	"Rab21"	"P35282;Q0PD35"	"HGNC:18263"	23011	"RAB21"	"A0A024RBA9;Q9UL25"	"YES"	8991	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3
