ALG	Fn	DES	C	Mu
sgG2	GO.0099637	neurotransmitter_receptor_transport	26	3
sgG2	GO.0099643	signal_release_from_synapse	26	10
sgG2	GO.0000165	MAPK_cascade	27	8
sgG2	GO.0002218	activation_of_innate_immune_response	27	8
sgG2	GO.0002757	immune_response-activating_signal_transd...	27	8
sgG2	GO.0002758	innate_immune_response-activating_signal...	27	8
sgG2	GO.0050852	T_cell_receptor_signaling_pathway	27	8
sgG2	GO.0007268	chemical_synaptic_transmission	28	9
sgG2	GO.0008088	axo-dendritic_transport	28	2
sgG2	GO.0010611	regulation_of_cardiac_muscle_hypertrophy	28	3
sgG2	GO.0019722	calcium-mediated_signaling	28	5
sgG2	GO.0031929	TOR_signaling	28	3
sgG2	GO.0042552	myelination	28	4
sgG2	GO.0043491	protein_kinase_B_signaling	28	3
sgG2	GO.0055074	calcium_ion_homeostasis	28	6
sgG2	GO.0086065	cell_communication_involved_in_cardiac_c...	28	2
sgG2	GO.0098930	axonal_transport	28	2
sgG2	GO.0099536	synaptic_signaling	28	9
sgG2	GO.0099537	trans-synaptic_signaling	28	9
sgG2	GO.0099565	chemical_synaptic_transmission,_postsyna...	28	3
sgG2	GO.0002224	toll-like_receptor_signaling_pathway	29	2
sgG2	GO.0007269	neurotransmitter_secretion	32	3
sgG2	GO.0016079	synaptic_vesicle_exocytosis	32	3
sgG2	GO.0048488	synaptic_vesicle_endocytosis	32	2
sgG2	GO.0055074	calcium_ion_homeostasis	32	3
sgG2	GO.0098693	regulation_of_synaptic_vesicle_cycle	32	2
sgG2	GO.0099003	vesicle-mediated_transport_in_synapse	32	3
sgG2	GO.0099504	synaptic_vesicle_cycle	32	3
sgG2	GO.0099531	presynaptic_process_involved_in_chemical...	32	3
sgG2	GO.0099643	signal_release_from_synapse	32	3
sgG2	GO.2000300	regulation_of_synaptic_vesicle_exocytosi...	32	2
sgG2	GO.0099504	synaptic_vesicle_cycle	33	5
sgG2	GO.0046058	cAMP_metabolic_process	37	2
sgG2	GO.0031929	TOR_signaling	39	2
sgG2	GO.0000165	MAPK_cascade	40	9
sgG2	GO.0007411	axon_guidance	40	4
sgG2	GO.0043491	protein_kinase_B_signaling	40	6
sgG2	GO.0051403	stress-activated_MAPK_cascade	40	4
sgG2	GO.0048488	synaptic_vesicle_endocytosis	41	5
sgG2	GO.0099003	vesicle-mediated_transport_in_synapse	41	6
sgG2	GO.0099504	synaptic_vesicle_cycle	41	5
sgG2	GO.0002431	Fc_receptor_mediated_stimulatory_signali...	43	3
sgG2	GO.0000165	MAPK_cascade	44	4
sgG2	GO.0002218	activation_of_innate_immune_response	44	5
sgG2	GO.0002757	immune_response-activating_signal_transd...	44	5
sgG2	GO.0002758	innate_immune_response-activating_signal...	44	5
sgG2	GO.0050852	T_cell_receptor_signaling_pathway	44	4
sgG2	GO.0070528	protein_kinase_C_signaling	44	1
sgG2	GO.0009755	hormone-mediated_signaling_pathway	45	2
sgG5	GO.0051591	response_to_cAMP	5	1
sgG5	GO.0010737	protein_kinase_A_signaling	6	2
sgG5	GO.0000165	MAPK_cascade	7	5
sgG5	GO.0007268	chemical_synaptic_transmission	7	9
sgG5	GO.0019722	calcium-mediated_signaling	7	4
sgG5	GO.0035235	ionotropic_glutamate_receptor_signaling_...	7	3
sgG5	GO.0050804	modulation_of_chemical_synaptic_transmis...	7	4
sgG5	GO.0055074	calcium_ion_homeostasis	7	5
sgG5	GO.0060078	regulation_of_postsynaptic_membrane_pote...	7	3
sgG5	GO.0099536	synaptic_signaling	7	9
sgG5	GO.0099537	trans-synaptic_signaling	7	9
sgG5	GO.0099565	chemical_synaptic_transmission,_postsyna...	7	3
sgG5	GO.0007411	axon_guidance	8	3
sgG5	GO.0042552	myelination	11	2
sgG5	GO.0070528	protein_kinase_C_signaling	11	1
sgG5	GO.0009755	hormone-mediated_signaling_pathway	14	2
sgG5	GO.0031929	TOR_signaling	14	2
sgG5	GO.0042552	myelination	14	3
sgG5	GO.0043491	protein_kinase_B_signaling	14	3
sgG5	GO.0060563	neuroepithelial_cell_differentiation	14	1
sgG5	GO.0031929	TOR_signaling	15	1
sgG5	GO.0007269	neurotransmitter_secretion	16	3
sgG5	GO.0016079	synaptic_vesicle_exocytosis	16	2
sgG5	GO.0048791	calcium_ion-regulated_exocytosis_of_neur...	16	1
sgG5	GO.0099531	presynaptic_process_involved_in_chemical...	16	3
sgG5	GO.0099643	signal_release_from_synapse	16	3
sgG5	GO.0000165	MAPK_cascade	21	6
sgG5	GO.0007212	dopamine_receptor_signaling_pathway	21	2
sgG5	GO.0009755	hormone-mediated_signaling_pathway	21	2
sgG5	GO.0019933	cAMP-mediated_signaling	21	2
sgG5	GO.0051403	stress-activated_MAPK_cascade	21	3
sgG5	GO.0000165	MAPK_cascade	23	5
sgG5	GO.0002431	Fc_receptor_mediated_stimulatory_signali...	23	3
sgG5	GO.0007268	chemical_synaptic_transmission	23	7
sgG5	GO.0007411	axon_guidance	23	4
sgG5	GO.0007416	synapse_assembly	23	3
sgG5	GO.0050804	modulation_of_chemical_synaptic_transmis...	23	4
sgG5	GO.0050807	regulation_of_synapse_organization	23	2
sgG5	GO.0050808	synapse_organization	23	3
sgG5	GO.0060078	regulation_of_postsynaptic_membrane_pote...	23	2
sgG5	GO.0099536	synaptic_signaling	23	7
sgG5	GO.0099537	trans-synaptic_signaling	23	7
sgG5	GO.0099565	chemical_synaptic_transmission,_postsyna...	23	2
sgG5	GO.0099601	regulation_of_neurotransmitter_receptor_...	23	2
sgG5	GO.0007223	Wnt_signaling_pathway,_calcium_modulatin...	26	1
sgG5	GO.0007268	chemical_synaptic_transmission	26	3
sgG5	GO.0099536	synaptic_signaling	26	3
sgG5	GO.0099537	trans-synaptic_signaling	26	3
sgG5	GO.0007212	dopamine_receptor_signaling_pathway	27	1
sgG5	GO.0007416	synapse_assembly	27	1
sgG5	GO.0042417	dopamine_metabolic_process	27	1
sgG5	GO.0051963	regulation_of_synapse_assembly	27	1
sgG5	GO.0098877	neurotransmitter_receptor_transport_to_p...	27	1
sgG5	GO.0099054	presynapse_assembly	27	1
sgG5	GO.0099637	neurotransmitter_receptor_transport	27	1
sgG5	GO.0070528	protein_kinase_C_signaling	30	1
sgG5	GO.0002218	activation_of_innate_immune_response	31	2
sgG5	GO.0002758	innate_immune_response-activating_signal...	31	2
sgG5	GO.0050808	synapse_organization	31	2
sgG5	GO.0055074	calcium_ion_homeostasis	31	3
sgG5	GO.0099054	presynapse_assembly	31	1
sgG5	GO.0016079	synaptic_vesicle_exocytosis	32	2
sgG5	GO.0048488	synaptic_vesicle_endocytosis	32	5
sgG5	GO.0098693	regulation_of_synaptic_vesicle_cycle	32	2
sgG5	GO.0099003	vesicle-mediated_transport_in_synapse	32	6
sgG5	GO.0099504	synaptic_vesicle_cycle	32	5
sgG5	GO.0000165	MAPK_cascade	33	5
sgG5	GO.0050807	regulation_of_synapse_organization	33	3
sgG5	GO.0050808	synapse_organization	33	3
sgG5	GO.0007268	chemical_synaptic_transmission	35	6
sgG5	GO.0007416	synapse_assembly	35	3
sgG5	GO.0050804	modulation_of_chemical_synaptic_transmis...	35	5
sgG5	GO.0050807	regulation_of_synapse_organization	35	2
sgG5	GO.0050808	synapse_organization	35	3
sgG5	GO.0051403	stress-activated_MAPK_cascade	35	3
sgG5	GO.0051963	regulation_of_synapse_assembly	35	2
sgG5	GO.0055074	calcium_ion_homeostasis	35	3
sgG5	GO.0060078	regulation_of_postsynaptic_membrane_pote...	35	2
sgG5	GO.0099054	presynapse_assembly	35	1
sgG5	GO.0099536	synaptic_signaling	35	6
sgG5	GO.0099537	trans-synaptic_signaling	35	6
sgG5	GO.0099565	chemical_synaptic_transmission,_postsyna...	35	2
sgG5	GO.0007212	dopamine_receptor_signaling_pathway	37	4
sgG5	GO.0007223	Wnt_signaling_pathway,_calcium_modulatin...	37	2
sgG5	GO.0019933	cAMP-mediated_signaling	37	3
sgG5	GO.0046058	cAMP_metabolic_process	37	2
sgG5	GO.0007411	axon_guidance	40	4
sgG5	GO.0001504	neurotransmitter_uptake	44	3
sgG5	GO.0007268	chemical_synaptic_transmission	44	11
sgG5	GO.0007269	neurotransmitter_secretion	44	9
sgG5	GO.0016079	synaptic_vesicle_exocytosis	44	9
sgG5	GO.0016082	synaptic_vesicle_priming	44	5
sgG5	GO.0031629	synaptic_vesicle_fusion_to_presynaptic_a...	44	5
sgG5	GO.0048791	calcium_ion-regulated_exocytosis_of_neur...	44	2
sgG5	GO.0050804	modulation_of_chemical_synaptic_transmis...	44	8
sgG5	GO.0098877	neurotransmitter_receptor_transport_to_p...	44	3
sgG5	GO.0099003	vesicle-mediated_transport_in_synapse	44	9
sgG5	GO.0099072	regulation_of_postsynaptic_membrane_neur...	44	3
sgG5	GO.0099504	synaptic_vesicle_cycle	44	9
sgG5	GO.0099531	presynaptic_process_involved_in_chemical...	44	9
sgG5	GO.0099536	synaptic_signaling	44	11
sgG5	GO.0099537	trans-synaptic_signaling	44	11
sgG5	GO.0099637	neurotransmitter_receptor_transport	44	3
sgG5	GO.0099643	signal_release_from_synapse	44	9
sgG5	GO.2000300	regulation_of_synaptic_vesicle_exocytosi...	44	2
sgG5	GO.0051403	stress-activated_MAPK_cascade	49	2
sgG5	GO.0019722	calcium-mediated_signaling	51	3
sgG5	GO.0055074	calcium_ion_homeostasis	51	3
sgG5	GO.0050853	B_cell_receptor_signaling_pathway	53	1
sgG5	GO.0000165	MAPK_cascade	54	7
sgG5	GO.0002218	activation_of_innate_immune_response	54	4
sgG5	GO.0002224	toll-like_receptor_signaling_pathway	54	2
sgG5	GO.0002758	innate_immune_response-activating_signal...	54	4
sgG5	GO.0050852	T_cell_receptor_signaling_pathway	54	3
sgG5	GO.0051403	stress-activated_MAPK_cascade	54	4
sgG5	GO.0002431	Fc_receptor_mediated_stimulatory_signali...	55	2
sgG5	GO.0050808	synapse_organization	57	2
sgG5	GO.0050852	T_cell_receptor_signaling_pathway	58	2
sgG5	GO.0000165	MAPK_cascade	60	6
sgG5	GO.0007411	axon_guidance	60	3
sgG5	GO.0043491	protein_kinase_B_signaling	60	3
sgG5	GO.0051403	stress-activated_MAPK_cascade	60	3
sgG5	GO.0002431	Fc_receptor_mediated_stimulatory_signali...	61	2
sgG5	GO.0046058	cAMP_metabolic_process	61	2
sgG5	GO.0050804	modulation_of_chemical_synaptic_transmis...	63	3
sgG5	GO.0032288	myelin_assembly	64	1
sgG5	GO.0007411	axon_guidance	66	3
sgG5	GO.0060074	synapse_maturation	67	1
sgG5	GO.0043491	protein_kinase_B_signaling	69	2
sgG5	GO.0046058	cAMP_metabolic_process	71	2
sgG5	GO.0060563	neuroepithelial_cell_differentiation	71	1
sgG5	GO.0060074	synapse_maturation	73	1
sgG5	GO.0099601	regulation_of_neurotransmitter_receptor_...	73	1
sgG5	GO.0002218	activation_of_innate_immune_response	76	4
sgG5	GO.0002757	immune_response-activating_signal_transd...	76	4
sgG5	GO.0002758	innate_immune_response-activating_signal...	76	4
sgG5	GO.0050852	T_cell_receptor_signaling_pathway	76	3
sgG5	GO.0000165	MAPK_cascade	78	8
sgG5	GO.0002431	Fc_receptor_mediated_stimulatory_signali...	78	2
sgG5	GO.0002757	immune_response-activating_signal_transd...	78	4
sgG5	GO.0007411	axon_guidance	78	3
sgG5	GO.0050853	B_cell_receptor_signaling_pathway	78	2
sgG5	GO.0051403	stress-activated_MAPK_cascade	78	5
sgG5	GO.0055074	calcium_ion_homeostasis	78	3
sgG5	GO.0007268	chemical_synaptic_transmission	79	4
sgG5	GO.0042552	myelination	79	2
sgG5	GO.0050804	modulation_of_chemical_synaptic_transmis...	79	3
sgG5	GO.0099536	synaptic_signaling	79	4
sgG5	GO.0099537	trans-synaptic_signaling	79	4
sgG5	GO.0010737	protein_kinase_A_signaling	82	1
sgG5	GO.0070528	protein_kinase_C_signaling	82	1
sgG5	GO.0000165	MAPK_cascade	83	5
sgG5	GO.0019933	cAMP-mediated_signaling	83	2
sgG5	GO.0050804	modulation_of_chemical_synaptic_transmis...	83	4
sgG5	GO.0051403	stress-activated_MAPK_cascade	83	3
sgG5	GO.0051591	response_to_cAMP	83	2
sgG5	GO.0000165	MAPK_cascade	85	4
sgG5	GO.0002218	activation_of_innate_immune_response	85	4
sgG5	GO.0002757	immune_response-activating_signal_transd...	85	4
sgG5	GO.0002758	innate_immune_response-activating_signal...	85	4
sgG5	GO.0050852	T_cell_receptor_signaling_pathway	85	4
sgG5	GO.0002218	activation_of_innate_immune_response	86	2
sgG5	GO.0002431	Fc_receptor_mediated_stimulatory_signali...	86	2
sgG5	GO.0002757	immune_response-activating_signal_transd...	86	3
sgG5	GO.0002758	innate_immune_response-activating_signal...	86	2
sgG5	GO.0050852	T_cell_receptor_signaling_pathway	86	2
sgG5	GO.0000165	MAPK_cascade	87	8
sgG5	GO.0002218	activation_of_innate_immune_response	87	8
sgG5	GO.0002757	immune_response-activating_signal_transd...	87	8
sgG5	GO.0002758	innate_immune_response-activating_signal...	87	8
sgG5	GO.0050852	T_cell_receptor_signaling_pathway	87	8
wt	GO.0000165	MAPK_cascade	4	7
wt	GO.0007411	axon_guidance	4	4
wt	GO.0019933	cAMP-mediated_signaling	4	2
wt	GO.0050804	modulation_of_chemical_synaptic_transmis...	4	5
wt	GO.0051403	stress-activated_MAPK_cascade	4	3
wt	GO.0051591	response_to_cAMP	4	2
wt	GO.2000300	regulation_of_synaptic_vesicle_exocytosi...	4	2
wt	GO.0000165	MAPK_cascade	6	17
wt	GO.0007268	chemical_synaptic_transmission	6	17
wt	GO.0007411	axon_guidance	6	13
wt	GO.0050808	synapse_organization	6	9
wt	GO.0099536	synaptic_signaling	6	17
wt	GO.0099537	trans-synaptic_signaling	6	17
wt	GO.0007269	neurotransmitter_secretion	7	4
wt	GO.0016079	synaptic_vesicle_exocytosis	7	4
wt	GO.0050804	modulation_of_chemical_synaptic_transmis...	7	5
wt	GO.0099003	vesicle-mediated_transport_in_synapse	7	5
wt	GO.0099504	synaptic_vesicle_cycle	7	5
wt	GO.0099531	presynaptic_process_involved_in_chemical...	7	4
wt	GO.0099643	signal_release_from_synapse	7	4
wt	GO.2000300	regulation_of_synaptic_vesicle_exocytosi...	7	2
wt	GO.0001504	neurotransmitter_uptake	8	2
wt	GO.0007268	chemical_synaptic_transmission	8	7
wt	GO.0007269	neurotransmitter_secretion	8	7
wt	GO.0016079	synaptic_vesicle_exocytosis	8	7
wt	GO.0016082	synaptic_vesicle_priming	8	5
wt	GO.0031629	synaptic_vesicle_fusion_to_presynaptic_a...	8	5
wt	GO.0048791	calcium_ion-regulated_exocytosis_of_neur...	8	1
wt	GO.0050804	modulation_of_chemical_synaptic_transmis...	8	5
wt	GO.0060078	regulation_of_postsynaptic_membrane_pote...	8	2
wt	GO.0098693	regulation_of_synaptic_vesicle_cycle	8	2
wt	GO.0098877	neurotransmitter_receptor_transport_to_p...	8	3
wt	GO.0099003	vesicle-mediated_transport_in_synapse	8	7
wt	GO.0099072	regulation_of_postsynaptic_membrane_neur...	8	3
wt	GO.0099504	synaptic_vesicle_cycle	8	7
wt	GO.0099531	presynaptic_process_involved_in_chemical...	8	7
wt	GO.0099536	synaptic_signaling	8	7
wt	GO.0099537	trans-synaptic_signaling	8	7
wt	GO.0099565	chemical_synaptic_transmission,_postsyna...	8	2
wt	GO.0099637	neurotransmitter_receptor_transport	8	3
wt	GO.0099643	signal_release_from_synapse	8	7
wt	GO.2000300	regulation_of_synaptic_vesicle_exocytosi...	8	2
wt	GO.0031929	TOR_signaling	9	2
wt	GO.0046058	cAMP_metabolic_process	9	2
wt	GO.0010737	protein_kinase_A_signaling	11	2
wt	GO.0019933	cAMP-mediated_signaling	11	1
wt	GO.0060563	neuroepithelial_cell_differentiation	11	1
wt	GO.0000165	MAPK_cascade	13	32
wt	GO.0007268	chemical_synaptic_transmission	13	32
wt	GO.0099536	synaptic_signaling	13	32
wt	GO.0099537	trans-synaptic_signaling	13	32
wt	GO.0002218	activation_of_innate_immune_response	14	7
wt	GO.0002224	toll-like_receptor_signaling_pathway	14	3
wt	GO.0002757	immune_response-activating_signal_transd...	14	8
wt	GO.0002758	innate_immune_response-activating_signal...	14	7
wt	GO.0050852	T_cell_receptor_signaling_pathway	14	5
wt	GO.0051403	stress-activated_MAPK_cascade	14	4
wt	GO.0001504	neurotransmitter_uptake	16	1
wt	GO.0008088	axo-dendritic_transport	16	1
wt	GO.0008089	anterograde_axonal_transport	16	1
wt	GO.0009755	hormone-mediated_signaling_pathway	16	1
wt	GO.0042417	dopamine_metabolic_process	16	1
wt	GO.0043491	protein_kinase_B_signaling	16	1
wt	GO.0060563	neuroepithelial_cell_differentiation	16	1
wt	GO.0098930	axonal_transport	16	1
wt	GO.0009755	hormone-mediated_signaling_pathway	17	2
wt	GO.0031929	TOR_signaling	18	1
wt	GO.0000165	MAPK_cascade	19	8
wt	GO.0002218	activation_of_innate_immune_response	19	5
wt	GO.0002757	immune_response-activating_signal_transd...	19	6
wt	GO.0002758	innate_immune_response-activating_signal...	19	5
wt	GO.0007212	dopamine_receptor_signaling_pathway	19	5
wt	GO.0007223	Wnt_signaling_pathway,_calcium_modulatin...	19	2
wt	GO.0019933	cAMP-mediated_signaling	19	4
wt	GO.0050852	T_cell_receptor_signaling_pathway	19	5
wt	GO.0086065	cell_communication_involved_in_cardiac_c...	20	1
wt	GO.0050804	modulation_of_chemical_synaptic_transmis...	21	4
wt	GO.0055074	calcium_ion_homeostasis	21	3
wt	GO.0002218	activation_of_innate_immune_response	22	6
wt	GO.0002758	innate_immune_response-activating_signal...	22	6
wt	GO.0048488	synaptic_vesicle_endocytosis	22	5
wt	GO.0050852	T_cell_receptor_signaling_pathway	22	5
wt	GO.0099003	vesicle-mediated_transport_in_synapse	22	8
wt	GO.0099504	synaptic_vesicle_cycle	22	7
wt	GO.0002218	activation_of_innate_immune_response	23	2
wt	GO.0002758	innate_immune_response-activating_signal...	23	2
wt	GO.0050852	T_cell_receptor_signaling_pathway	23	2
wt	GO.0048488	synaptic_vesicle_endocytosis	30	1
wt	GO.0002224	toll-like_receptor_signaling_pathway	38	1
wt	GO.0046058	cAMP_metabolic_process	39	1
wt	GO.0051591	response_to_cAMP	39	1
wt	GO.0008088	axo-dendritic_transport	40	1
wt	GO.0008089	anterograde_axonal_transport	40	1
wt	GO.0009755	hormone-mediated_signaling_pathway	40	1
wt	GO.0032288	myelin_assembly	40	1
wt	GO.0098930	axonal_transport	40	1
wt	GO.0007212	dopamine_receptor_signaling_pathway	45	1
wt	GO.0007416	synapse_assembly	45	1
wt	GO.0042417	dopamine_metabolic_process	45	1
wt	GO.0051963	regulation_of_synapse_assembly	45	1
wt	GO.0098877	neurotransmitter_receptor_transport_to_p...	45	1
wt	GO.0099054	presynapse_assembly	45	1
wt	GO.0099637	neurotransmitter_receptor_transport	45	1
wt	GO.0007268	chemical_synaptic_transmission	47	5
wt	GO.0035235	ionotropic_glutamate_receptor_signaling_...	47	1
wt	GO.0099536	synaptic_signaling	47	5
wt	GO.0099537	trans-synaptic_signaling	47	5
wt	GO.0042417	dopamine_metabolic_process	48	1
wt	GO.0031929	TOR_signaling	51	1
wt	GO.0007268	chemical_synaptic_transmission	52	2
wt	GO.0060078	regulation_of_postsynaptic_membrane_pote...	52	1
wt	GO.0099536	synaptic_signaling	52	2
wt	GO.0099537	trans-synaptic_signaling	52	2
wt	GO.0099565	chemical_synaptic_transmission,_postsyna...	52	1
wt	GO.0001504	neurotransmitter_uptake	54	1
wt	GO.0002224	toll-like_receptor_signaling_pathway	55	1
wt	GO.0009755	hormone-mediated_signaling_pathway	57	1
wt	GO.0051591	response_to_cAMP	57	1
wt	GO.0042552	myelination	59	1
wt	GO.0007416	synapse_assembly	61	1
wt	GO.0050807	regulation_of_synapse_organization	61	1
wt	GO.0051963	regulation_of_synapse_assembly	61	1
wt	GO.0031929	TOR_signaling	65	1
wt	GO.0035235	ionotropic_glutamate_receptor_signaling_...	66	1
wt	GO.0051591	response_to_cAMP	66	1
wt	GO.0099601	regulation_of_neurotransmitter_receptor_...	66	1
wt	GO.0000165	MAPK_cascade	68	2
wt	GO.0051403	stress-activated_MAPK_cascade	68	2
wt	GO.0051591	response_to_cAMP	68	1
wt	GO.0007212	dopamine_receptor_signaling_pathway	69	1
wt	GO.0046058	cAMP_metabolic_process	69	1
wt	GO.0060074	synapse_maturation	69	1
wt	GO.0042552	myelination	70	2
wt	GO.0019722	calcium-mediated_signaling	74	1
wt	GO.0051591	response_to_cAMP	74	1
wt	GO.0009755	hormone-mediated_signaling_pathway	76	1
wt	GO.0016079	synaptic_vesicle_exocytosis	79	1
wt	GO.0019722	calcium-mediated_signaling	79	1
wt	GO.0048791	calcium_ion-regulated_exocytosis_of_neur...	79	1
wt	GO.0098693	regulation_of_synaptic_vesicle_cycle	79	1
wt	GO.2000300	regulation_of_synaptic_vesicle_exocytosi...	79	1
wt	GO.0001504	neurotransmitter_uptake	84	1
wt	GO.0086065	cell_communication_involved_in_cardiac_c...	95	1
wt	GO.0099504	synaptic_vesicle_cycle	98	2
wt	GO.2000300	regulation_of_synaptic_vesicle_exocytosi...	98	1
wt	GO.0002224	toll-like_receptor_signaling_pathway	101	1
wt	GO.0070528	protein_kinase_C_signaling	101	1
wt	GO.0019722	calcium-mediated_signaling	115	1
wt	GO.0046058	cAMP_metabolic_process	117	1
wt	GO.0002431	Fc_receptor_mediated_stimulatory_signali...	125	1
wt	GO.0009755	hormone-mediated_signaling_pathway	129	1
wt	GO.0000165	MAPK_cascade	133	4
wt	GO.0002218	activation_of_innate_immune_response	133	4
wt	GO.0002757	immune_response-activating_signal_transd...	133	4
wt	GO.0002758	innate_immune_response-activating_signal...	133	4
wt	GO.0050852	T_cell_receptor_signaling_pathway	133	4
wt	GO.0086065	cell_communication_involved_in_cardiac_c...	134	1
wt	GO.0010611	regulation_of_cardiac_muscle_hypertrophy	135	1
wt	GO.0046058	cAMP_metabolic_process	137	1
wt	GO.0007411	axon_guidance	138	2
wt	GO.0008088	axo-dendritic_transport	139	1
wt	GO.0008089	anterograde_axonal_transport	139	1
wt	GO.0098930	axonal_transport	139	1
fc_2	GO.0050808	synapse_organization	1	7
fc_2	GO.0050804	modulation_of_chemical_synaptic_transmis...	2	10
fc_2	GO.0099003	vesicle-mediated_transport_in_synapse	2	7
fc_2	GO.0099504	synaptic_vesicle_cycle	2	7
fc_2	GO.0002431	Fc_receptor_mediated_stimulatory_signali...	3	4
fc_2	GO.0007268	chemical_synaptic_transmission	5	15
fc_2	GO.0007269	neurotransmitter_secretion	5	10
fc_2	GO.0016079	synaptic_vesicle_exocytosis	5	10
fc_2	GO.0016082	synaptic_vesicle_priming	5	6
fc_2	GO.0031629	synaptic_vesicle_fusion_to_presynaptic_a...	5	5
fc_2	GO.0050804	modulation_of_chemical_synaptic_transmis...	5	9
fc_2	GO.0099003	vesicle-mediated_transport_in_synapse	5	10
fc_2	GO.0099504	synaptic_vesicle_cycle	5	10
fc_2	GO.0099531	presynaptic_process_involved_in_chemical...	5	10
fc_2	GO.0099536	synaptic_signaling	5	15
fc_2	GO.0099537	trans-synaptic_signaling	5	15
fc_2	GO.0099643	signal_release_from_synapse	5	10
fc_2	GO.0009755	hormone-mediated_signaling_pathway	10	2
fc_2	GO.0010737	protein_kinase_A_signaling	11	1
fc_2	GO.0070528	protein_kinase_C_signaling	11	1
fc_2	GO.0031929	TOR_signaling	13	2
fc_2	GO.0050804	modulation_of_chemical_synaptic_transmis...	13	6
fc_2	GO.0007268	chemical_synaptic_transmission	14	4
fc_2	GO.0007269	neurotransmitter_secretion	14	4
fc_2	GO.0016079	synaptic_vesicle_exocytosis	14	3
fc_2	GO.0048488	synaptic_vesicle_endocytosis	14	2
fc_2	GO.0048791	calcium_ion-regulated_exocytosis_of_neur...	14	1
fc_2	GO.0050804	modulation_of_chemical_synaptic_transmis...	14	3
fc_2	GO.0060563	neuroepithelial_cell_differentiation	14	1
fc_2	GO.0098693	regulation_of_synaptic_vesicle_cycle	14	2
fc_2	GO.0099003	vesicle-mediated_transport_in_synapse	14	3
fc_2	GO.0099504	synaptic_vesicle_cycle	14	3
fc_2	GO.0099531	presynaptic_process_involved_in_chemical...	14	4
fc_2	GO.0099536	synaptic_signaling	14	4
fc_2	GO.0099537	trans-synaptic_signaling	14	4
fc_2	GO.0099643	signal_release_from_synapse	14	4
fc_2	GO.2000300	regulation_of_synaptic_vesicle_exocytosi...	14	2
fc_2	GO.0002224	toll-like_receptor_signaling_pathway	15	2
fc_2	GO.0007212	dopamine_receptor_signaling_pathway	15	2
fc_2	GO.0007268	chemical_synaptic_transmission	15	8
fc_2	GO.0010611	regulation_of_cardiac_muscle_hypertrophy	15	3
fc_2	GO.0019722	calcium-mediated_signaling	15	6
fc_2	GO.0031929	TOR_signaling	15	3
fc_2	GO.0042552	myelination	15	3
fc_2	GO.0046058	cAMP_metabolic_process	15	2
fc_2	GO.0055074	calcium_ion_homeostasis	15	7
fc_2	GO.0086065	cell_communication_involved_in_cardiac_c...	15	2
fc_2	GO.0099536	synaptic_signaling	15	8
fc_2	GO.0099537	trans-synaptic_signaling	15	8
fc_2	GO.0099565	chemical_synaptic_transmission,_postsyna...	15	3
fc_2	GO.0051403	stress-activated_MAPK_cascade	18	2
fc_2	GO.0050853	B_cell_receptor_signaling_pathway	19	1
fc_2	GO.0000165	MAPK_cascade	20	8
fc_2	GO.0002431	Fc_receptor_mediated_stimulatory_signali...	20	2
fc_2	GO.0002757	immune_response-activating_signal_transd...	20	3
fc_2	GO.0050853	B_cell_receptor_signaling_pathway	20	1
fc_2	GO.0051403	stress-activated_MAPK_cascade	20	5
fc_2	GO.0000165	MAPK_cascade	22	3
fc_2	GO.0051403	stress-activated_MAPK_cascade	22	2
fc_2	GO.0001504	neurotransmitter_uptake	24	2
fc_2	GO.0007268	chemical_synaptic_transmission	24	12
fc_2	GO.0007269	neurotransmitter_secretion	24	4
fc_2	GO.0008088	axo-dendritic_transport	24	2
fc_2	GO.0042417	dopamine_metabolic_process	24	2
fc_2	GO.0042552	myelination	24	3
fc_2	GO.0043491	protein_kinase_B_signaling	24	5
fc_2	GO.0050804	modulation_of_chemical_synaptic_transmis...	24	7
fc_2	GO.0050808	synapse_organization	24	4
fc_2	GO.0051963	regulation_of_synapse_assembly	24	2
fc_2	GO.0098930	axonal_transport	24	2
fc_2	GO.0099531	presynaptic_process_involved_in_chemical...	24	5
fc_2	GO.0099536	synaptic_signaling	24	12
fc_2	GO.0099537	trans-synaptic_signaling	24	12
fc_2	GO.0099643	signal_release_from_synapse	24	4
fc_2	GO.0002431	Fc_receptor_mediated_stimulatory_signali...	25	3
fc_2	GO.0007212	dopamine_receptor_signaling_pathway	25	5
fc_2	GO.0007223	Wnt_signaling_pathway,_calcium_modulatin...	25	2
fc_2	GO.0019933	cAMP-mediated_signaling	25	4
fc_2	GO.0000165	MAPK_cascade	26	7
fc_2	GO.0002218	activation_of_innate_immune_response	26	5
fc_2	GO.0002757	immune_response-activating_signal_transd...	26	5
fc_2	GO.0002758	innate_immune_response-activating_signal...	26	5
fc_2	GO.0050852	T_cell_receptor_signaling_pathway	26	5
fc_2	GO.0000165	MAPK_cascade	27	7
fc_2	GO.0002218	activation_of_innate_immune_response	27	4
fc_2	GO.0002224	toll-like_receptor_signaling_pathway	27	2
fc_2	GO.0002758	innate_immune_response-activating_signal...	27	4
fc_2	GO.0051403	stress-activated_MAPK_cascade	27	4
fc_2	GO.0002218	activation_of_innate_immune_response	29	2
fc_2	GO.0002757	immune_response-activating_signal_transd...	29	2
fc_2	GO.0002758	innate_immune_response-activating_signal...	29	2
fc_2	GO.0050852	T_cell_receptor_signaling_pathway	29	2
