N: 1243
annotation 1	n1	annotation 2	n2	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	BC	p-value(ALT)	p.adjusted(ALT)	BC
community_26	8	protein_kinase_B_signaling	20	0	0.128721	0	[0.00,0.00]	1	1		1	1	
community_26	8	cAMP_metabolic_process	14	1	0.0901046	13.4286	[1.54,117.07]	0.0868668	1		0.996825	1	
community_26	8	synaptic_vesicle_endocytosis	14	0	0.0901046	0	[0.00,0.00]	1	1		1	1	
community_26	8	calcium_ion-regulated_exocytosis_of_neur...	4	0	0.0257442	0	[0.00,0.00]	1	1		1	1	
community_26	8	axon_extension_involved_in_axon_guidance	1	0	0.00643604	0	[0.00,0.00]	1	1		1	1	
community_26	8	modulation_of_chemical_synaptic_transmis...	75	0	0.482703	0	[0.00,0.00]	1	1		1	1	
community_26	8	regulation_of_synapse_organization	17	0	0.109413	0	[0.00,0.00]	1	1		1	1	
community_26	8	synapse_organization	42	1	0.270314	4.16028	[0.50,34.60]	0.241018	1		0.972565	1	
community_26	8	T_cell_receptor_signaling_pathway	37	0	0.238134	0	[0.00,0.00]	1	1		1	1	
community_26	8	B_cell_receptor_signaling_pathway	4	0	0.0257442	0	[0.00,0.00]	1	1		1	1	
community_26	8	stress-activated_MAPK_cascade	37	0	0.238134	0	[0.00,0.00]	1	1		1	1	
community_26	8	response_to_cAMP	13	0	0.0836685	0	[0.00,0.00]	1	1		1	1	
community_26	8	regulation_of_synapse_assembly	10	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_26	8	calcium_ion_homeostasis	49	0	0.315366	0	[0.00,0.00]	1	1		1	1	
community_26	8	synapse_maturation	4	0	0.0257442	0	[0.00,0.00]	1	1		1	1	
community_26	8	regulation_of_postsynaptic_membrane_pote...	19	0	0.122285	0	[0.00,0.00]	1	1		1	1	
community_26	8	neuroepithelial_cell_differentiation	4	0	0.0257442	0	[0.00,0.00]	1	1		1	1	
community_26	8	protein_kinase_C_signaling	3	0	0.0193081	0	[0.00,0.00]	1	1		1	1	
community_26	8	cell_communication_involved_in_cardiac_c...	10	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_26	8	regulation_of_synaptic_vesicle_cycle	16	0	0.102977	0	[0.00,0.00]	1	1		1	1	
community_26	8	neurotransmitter_receptor_transport_to_p...	6	0	0.0386163	0	[0.00,0.00]	1	1		1	1	
community_26	8	axonal_transport	10	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_26	8	vesicle-mediated_transport_in_synapse	42	1	0.270314	4.16028	[0.50,34.60]	0.241018	1		0.972565	1	
community_26	8	presynapse_assembly	3	0	0.0193081	0	[0.00,0.00]	1	1		1	1	
community_26	8	regulation_of_postsynaptic_membrane_neur...	6	0	0.0386163	0	[0.00,0.00]	1	1		1	1	
community_26	8	synaptic_vesicle_cycle	38	0	0.24457	0	[0.00,0.00]	1	1		1	1	
community_26	8	presynaptic_process_involved_in_chemical...	37	0	0.238134	0	[0.00,0.00]	1	1		1	1	
community_26	8	synaptic_signaling	124	3	0.798069	5.52397	[1.30,23.40]	0.0373335	1		0.995188	1	
community_26	8	trans-synaptic_signaling	124	3	0.798069	5.52397	[1.30,23.40]	0.0373335	1		0.995188	1	
community_26	8	chemical_synaptic_transmission,_postsyna...	20	1	0.128721	9.14286	[1.07,78.00]	0.122025	1		0.993498	1	
community_26	8	regulation_of_neurotransmitter_receptor_...	6	0	0.0386163	0	[0.00,0.00]	1	1		1	1	
community_26	8	neurotransmitter_receptor_transport	7	0	0.0450523	0	[0.00,0.00]	1	1		1	1	
community_26	8	signal_release_from_synapse	36	0	0.231698	0	[0.00,0.00]	1	1		1	1	
community_26	8	regulation_of_synaptic_vesicle_exocytosi...	12	0	0.0772325	0	[0.00,0.00]	1	1		1	1	
community_27	4	MAPK_cascade	122	0	0.392599	0	[0.00,0.00]	1	1		1	1	
community_27	4	neurotransmitter_uptake	8	0	0.0257442	0	[0.00,0.00]	1	1		1	1	
community_27	4	activation_of_innate_immune_response	43	0	0.138375	0	[0.00,0.00]	1	1		1	1	
community_27	4	toll-like_receptor_signaling_pathway	10	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_27	4	Fc_receptor_mediated_stimulatory_signali...	25	0	0.0804505	0	[0.00,0.00]	1	1		1	1	
community_27	4	immune_response-activating_signal_transd...	72	0	0.231698	0	[0.00,0.00]	1	1		1	1	
community_27	4	innate_immune_response-activating_signal...	42	0	0.135157	0	[0.00,0.00]	1	1		1	1	
community_27	4	dopamine_receptor_signaling_pathway	14	1	0.0450523	31.4359	[3.06,322.53]	0.0443495	1		0.999302	1	
community_27	4	Wnt_signaling_pathway,_calcium_modulatin...	8	0	0.0257442	0	[0.00,0.00]	1	1		1	1	
community_27	4	chemical_synaptic_transmission	124	0	0.399035	0	[0.00,0.00]	1	1		1	1	
community_27	4	neurotransmitter_secretion	36	0	0.115849	0	[0.00,0.00]	1	1		1	1	
community_27	4	axon_guidance	40	0	0.128721	0	[0.00,0.00]	1	1		1	1	
community_27	4	synapse_assembly	16	1	0.0514883	27.2	[2.67,276.72]	0.0505626	1		0.999081	1	
community_27	4	axo-dendritic_transport	11	0	0.0353982	0	[0.00,0.00]	1	1		1	1	
community_27	4	anterograde_axonal_transport	6	0	0.0193081	0	[0.00,0.00]	1	1		1	1	
community_27	4	hormone-mediated_signaling_pathway	14	0	0.0450523	0	[0.00,0.00]	1	1		1	1	
community_27	4	regulation_of_cardiac_muscle_hypertrophy	10	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_27	4	protein_kinase_A_signaling	5	0	0.0160901	0	[0.00,0.00]	1	1		1	1	
community_27	4	synaptic_vesicle_exocytosis	26	0	0.0836685	0	[0.00,0.00]	1	1		1	1	
community_27	4	synaptic_vesicle_priming	10	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_27	4	calcium-mediated_signaling	30	0	0.0965406	0	[0.00,0.00]	1	1		1	1	
community_27	4	cAMP-mediated_signaling	9	0	0.0289622	0	[0.00,0.00]	1	1		1	1	
community_27	4	synaptic_vesicle_fusion_to_presynaptic_a...	7	0	0.0225261	0	[0.00,0.00]	1	1		1	1	
community_27	4	TOR_signaling	10	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_27	4	myelin_assembly	5	0	0.0160901	0	[0.00,0.00]	1	1		1	1	
community_27	4	ionotropic_glutamate_receptor_signaling_...	6	0	0.0193081	0	[0.00,0.00]	1	1		1	1	
community_27	4	dopamine_metabolic_process	7	1	0.0225261	68.5	[6.21,755.96]	0.0223634	1		0.999838	1	
community_27	4	myelination	23	0	0.0740145	0	[0.00,0.00]	1	1		1	1	
community_27	4	protein_kinase_B_signaling	20	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_27	4	cAMP_metabolic_process	14	0	0.0450523	0	[0.00,0.00]	1	1		1	1	
community_27	4	synaptic_vesicle_endocytosis	14	0	0.0450523	0	[0.00,0.00]	1	1		1	1	
community_27	4	calcium_ion-regulated_exocytosis_of_neur...	4	0	0.0128721	0	[0.00,0.00]	1	1		1	1	
community_27	4	axon_extension_involved_in_axon_guidance	1	0	0.00321802	0	[0.00,0.00]	1	1		1	1	
community_27	4	modulation_of_chemical_synaptic_transmis...	75	0	0.241352	0	[0.00,0.00]	1	1		1	1	
community_27	4	regulation_of_synapse_organization	17	1	0.0547064	25.4792	[2.51,258.32]	0.0536577	1		0.99896	1	
community_27	4	synapse_organization	42	1	0.135157	9.73984	[0.99,95.65]	0.128607	1		0.993592	1	
community_27	4	T_cell_receptor_signaling_pathway	37	0	0.119067	0	[0.00,0.00]	1	1		1	1	
community_27	4	B_cell_receptor_signaling_pathway	4	0	0.0128721	0	[0.00,0.00]	1	1		1	1	
community_27	4	stress-activated_MAPK_cascade	37	0	0.119067	0	[0.00,0.00]	1	1		1	1	
community_27	4	response_to_cAMP	13	0	0.0418343	0	[0.00,0.00]	1	1		1	1	
community_27	4	regulation_of_synapse_assembly	10	1	0.0321802	45.5556	[4.32,480.69]	0.0318319	1		0.999653	1	
community_27	4	calcium_ion_homeostasis	49	0	0.157683	0	[0.00,0.00]	1	1		1	1	
community_27	4	synapse_maturation	4	0	0.0128721	0	[0.00,0.00]	1	1		1	1	
community_27	4	regulation_of_postsynaptic_membrane_pote...	19	0	0.0611424	0	[0.00,0.00]	1	1		1	1	
community_27	4	neuroepithelial_cell_differentiation	4	0	0.0128721	0	[0.00,0.00]	1	1		1	1	
community_27	4	protein_kinase_C_signaling	3	0	0.00965406	0	[0.00,0.00]	1	1		1	1	
community_27	4	cell_communication_involved_in_cardiac_c...	10	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_27	4	regulation_of_synaptic_vesicle_cycle	16	0	0.0514883	0	[0.00,0.00]	1	1		1	1	
community_27	4	neurotransmitter_receptor_transport_to_p...	6	1	0.0193081	82.2667	[7.26,932.28]	0.0191918	1		0.999884	1	
community_27	4	axonal_transport	10	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_27	4	vesicle-mediated_transport_in_synapse	42	0	0.135157	0	[0.00,0.00]	1	1		1	1	
community_27	4	presynapse_assembly	3	1	0.00965406	206.167	[14.50,2931.07]	0.00963076	1		0.999977	1	
community_27	4	regulation_of_postsynaptic_membrane_neur...	6	0	0.0193081	0	[0.00,0.00]	1	1		1	1	
community_27	4	synaptic_vesicle_cycle	38	0	0.122285	0	[0.00,0.00]	1	1		1	1	
community_27	4	presynaptic_process_involved_in_chemical...	37	0	0.119067	0	[0.00,0.00]	1	1		1	1	
community_27	4	synaptic_signaling	124	0	0.399035	0	[0.00,0.00]	1	1		1	1	
community_27	4	trans-synaptic_signaling	124	0	0.399035	0	[0.00,0.00]	1	1		1	1	
community_27	4	chemical_synaptic_transmission,_postsyna...	20	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_27	4	regulation_of_neurotransmitter_receptor_...	6	0	0.0193081	0	[0.00,0.00]	1	1		1	1	
community_27	4	neurotransmitter_receptor_transport	7	1	0.0225261	68.5	[6.21,755.96]	0.0223634	1		0.999838	1	
community_27	4	signal_release_from_synapse	36	0	0.115849	0	[0.00,0.00]	1	1		1	1	
community_27	4	regulation_of_synaptic_vesicle_exocytosi...	12	0	0.0386163	0	[0.00,0.00]	1	1		1	1	
community_28	10	MAPK_cascade	122	0	0.981496	0	[0.00,0.00]	1	1		1	1	
community_28	10	neurotransmitter_uptake	8	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_28	10	activation_of_innate_immune_response	43	0	0.345937	0	[0.00,0.00]	1	1		1	1	
community_28	10	toll-like_receptor_signaling_pathway	10	0	0.0804505	0	[0.00,0.00]	1	1		1	1	
community_28	10	Fc_receptor_mediated_stimulatory_signali...	25	0	0.201126	0	[0.00,0.00]	1	1		1	1	
community_28	10	immune_response-activating_signal_transd...	72	0	0.579244	0	[0.00,0.00]	1	1		1	1	
community_28	10	innate_immune_response-activating_signal...	42	0	0.337892	0	[0.00,0.00]	1	1		1	1	
community_28	10	dopamine_receptor_signaling_pathway	14	0	0.112631	0	[0.00,0.00]	1	1		1	1	
community_28	10	Wnt_signaling_pathway,_calcium_modulatin...	8	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_28	10	chemical_synaptic_transmission	124	0	0.997586	0	[0.00,0.00]	1	1		1	1	
community_28	10	neurotransmitter_secretion	36	0	0.289622	0	[0.00,0.00]	1	1		1	1	
community_28	10	axon_guidance	40	0	0.321802	0	[0.00,0.00]	1	1		1	1	
community_28	10	synapse_assembly	16	0	0.128721	0	[0.00,0.00]	1	1		1	1	
community_28	10	axo-dendritic_transport	11	0	0.0884956	0	[0.00,0.00]	1	1		1	1	
community_28	10	anterograde_axonal_transport	6	0	0.0482703	0	[0.00,0.00]	1	1		1	1	
community_28	10	hormone-mediated_signaling_pathway	14	0	0.112631	0	[0.00,0.00]	1	1		1	1	
community_28	10	regulation_of_cardiac_muscle_hypertrophy	10	0	0.0804505	0	[0.00,0.00]	1	1		1	1	
community_28	10	protein_kinase_A_signaling	5	0	0.0402253	0	[0.00,0.00]	1	1		1	1	
community_28	10	synaptic_vesicle_exocytosis	26	0	0.209171	0	[0.00,0.00]	1	1		1	1	
community_28	10	synaptic_vesicle_priming	10	0	0.0804505	0	[0.00,0.00]	1	1		1	1	
community_28	10	calcium-mediated_signaling	30	0	0.241352	0	[0.00,0.00]	1	1		1	1	
community_28	10	cAMP-mediated_signaling	9	0	0.0724055	0	[0.00,0.00]	1	1		1	1	
community_28	10	synaptic_vesicle_fusion_to_presynaptic_a...	7	0	0.0563154	0	[0.00,0.00]	1	1		1	1	
community_28	10	TOR_signaling	10	0	0.0804505	0	[0.00,0.00]	1	1		1	1	
community_28	10	myelin_assembly	5	0	0.0402253	0	[0.00,0.00]	1	1		1	1	
community_28	10	ionotropic_glutamate_receptor_signaling_...	6	0	0.0482703	0	[0.00,0.00]	1	1		1	1	
community_28	10	dopamine_metabolic_process	7	0	0.0563154	0	[0.00,0.00]	1	1		1	1	
community_28	10	myelination	23	0	0.185036	0	[0.00,0.00]	1	1		1	1	
community_28	10	protein_kinase_B_signaling	20	0	0.160901	0	[0.00,0.00]	1	1		1	1	
community_28	10	cAMP_metabolic_process	14	0	0.112631	0	[0.00,0.00]	1	1		1	1	
community_28	10	synaptic_vesicle_endocytosis	14	0	0.112631	0	[0.00,0.00]	1	1		1	1	
community_28	10	calcium_ion-regulated_exocytosis_of_neur...	4	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_28	10	axon_extension_involved_in_axon_guidance	1	0	0.00804505	0	[0.00,0.00]	1	1		1	1	
community_28	10	modulation_of_chemical_synaptic_transmis...	75	0	0.603379	0	[0.00,0.00]	1	1		1	1	
community_28	10	regulation_of_synapse_organization	17	0	0.136766	0	[0.00,0.00]	1	1		1	1	
community_28	10	synapse_organization	42	0	0.337892	0	[0.00,0.00]	1	1		1	1	
community_28	10	T_cell_receptor_signaling_pathway	37	0	0.297667	0	[0.00,0.00]	1	1		1	1	
community_28	10	B_cell_receptor_signaling_pathway	4	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_28	10	stress-activated_MAPK_cascade	37	0	0.297667	0	[0.00,0.00]	1	1		1	1	
community_28	10	response_to_cAMP	13	0	0.104586	0	[0.00,0.00]	1	1		1	1	
community_28	10	regulation_of_synapse_assembly	10	0	0.0804505	0	[0.00,0.00]	1	1		1	1	
community_28	10	calcium_ion_homeostasis	49	1	0.394208	2.74306	[0.34,22.09]	0.332143	1		0.944017	1	
community_28	10	synapse_maturation	4	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_28	10	regulation_of_postsynaptic_membrane_pote...	19	0	0.152856	0	[0.00,0.00]	1	1		1	1	
community_28	10	neuroepithelial_cell_differentiation	4	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_28	10	protein_kinase_C_signaling	3	0	0.0241352	0	[0.00,0.00]	1	1		1	1	
community_28	10	cell_communication_involved_in_cardiac_c...	10	0	0.0804505	0	[0.00,0.00]	1	1		1	1	
community_28	10	regulation_of_synaptic_vesicle_cycle	16	0	0.128721	0	[0.00,0.00]	1	1		1	1	
community_28	10	neurotransmitter_receptor_transport_to_p...	6	0	0.0482703	0	[0.00,0.00]	1	1		1	1	
community_28	10	axonal_transport	10	0	0.0804505	0	[0.00,0.00]	1	1		1	1	
community_28	10	vesicle-mediated_transport_in_synapse	42	0	0.337892	0	[0.00,0.00]	1	1		1	1	
community_28	10	presynapse_assembly	3	0	0.0241352	0	[0.00,0.00]	1	1		1	1	
community_28	10	regulation_of_postsynaptic_membrane_neur...	6	0	0.0482703	0	[0.00,0.00]	1	1		1	1	
community_28	10	synaptic_vesicle_cycle	38	0	0.305712	0	[0.00,0.00]	1	1		1	1	
community_28	10	presynaptic_process_involved_in_chemical...	37	0	0.297667	0	[0.00,0.00]	1	1		1	1	
community_28	10	synaptic_signaling	124	0	0.997586	0	[0.00,0.00]	1	1		1	1	
community_28	10	trans-synaptic_signaling	124	0	0.997586	0	[0.00,0.00]	1	1		1	1	
community_28	10	chemical_synaptic_transmission,_postsyna...	20	0	0.160901	0	[0.00,0.00]	1	1		1	1	
community_28	10	regulation_of_neurotransmitter_receptor_...	6	0	0.0482703	0	[0.00,0.00]	1	1		1	1	
community_28	10	neurotransmitter_receptor_transport	7	0	0.0563154	0	[0.00,0.00]	1	1		1	1	
community_28	10	signal_release_from_synapse	36	0	0.289622	0	[0.00,0.00]	1	1		1	1	
community_28	10	regulation_of_synaptic_vesicle_exocytosi...	12	0	0.0965406	0	[0.00,0.00]	1	1		1	1	
community_29	5	MAPK_cascade	122	0	0.490748	0	[0.00,0.00]	1	1		1	1	
community_29	5	neurotransmitter_uptake	8	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_29	5	activation_of_innate_immune_response	43	0	0.172969	0	[0.00,0.00]	1	1		1	1	
community_29	5	toll-like_receptor_signaling_pathway	10	0	0.0402253	0	[0.00,0.00]	1	1		1	1	
community_29	5	Fc_receptor_mediated_stimulatory_signali...	25	0	0.100563	0	[0.00,0.00]	1	1		1	1	
community_29	5	immune_response-activating_signal_transd...	72	0	0.289622	0	[0.00,0.00]	1	1		1	1	
community_29	5	innate_immune_response-activating_signal...	42	0	0.168946	0	[0.00,0.00]	1	1		1	1	
community_29	5	dopamine_receptor_signaling_pathway	14	0	0.0563154	0	[0.00,0.00]	1	1		1	1	
community_29	5	Wnt_signaling_pathway,_calcium_modulatin...	8	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_29	5	chemical_synaptic_transmission	124	0	0.498793	0	[0.00,0.00]	1	1		1	1	
community_29	5	neurotransmitter_secretion	36	0	0.144811	0	[0.00,0.00]	1	1		1	1	
community_29	5	axon_guidance	40	0	0.160901	0	[0.00,0.00]	1	1		1	1	
community_29	5	synapse_assembly	16	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_29	5	axo-dendritic_transport	11	0	0.0442478	0	[0.00,0.00]	1	1		1	1	
community_29	5	anterograde_axonal_transport	6	0	0.0241352	0	[0.00,0.00]	1	1		1	1	
community_29	5	hormone-mediated_signaling_pathway	14	0	0.0563154	0	[0.00,0.00]	1	1		1	1	
community_29	5	regulation_of_cardiac_muscle_hypertrophy	10	0	0.0402253	0	[0.00,0.00]	1	1		1	1	
community_29	5	protein_kinase_A_signaling	5	0	0.0201126	0	[0.00,0.00]	1	1		1	1	
community_29	5	synaptic_vesicle_exocytosis	26	0	0.104586	0	[0.00,0.00]	1	1		1	1	
community_29	5	synaptic_vesicle_priming	10	0	0.0402253	0	[0.00,0.00]	1	1		1	1	
community_29	5	calcium-mediated_signaling	30	0	0.120676	0	[0.00,0.00]	1	1		1	1	
community_29	5	cAMP-mediated_signaling	9	0	0.0362027	0	[0.00,0.00]	1	1		1	1	
community_29	5	synaptic_vesicle_fusion_to_presynaptic_a...	7	0	0.0281577	0	[0.00,0.00]	1	1		1	1	
community_29	5	TOR_signaling	10	0	0.0402253	0	[0.00,0.00]	1	1		1	1	
community_29	5	myelin_assembly	5	0	0.0201126	0	[0.00,0.00]	1	1		1	1	
community_29	5	ionotropic_glutamate_receptor_signaling_...	6	0	0.0241352	0	[0.00,0.00]	1	1		1	1	
community_29	5	dopamine_metabolic_process	7	0	0.0281577	0	[0.00,0.00]	1	1		1	1	
community_29	5	myelination	23	0	0.0925181	0	[0.00,0.00]	1	1		1	1	
community_29	5	protein_kinase_B_signaling	20	0	0.0804505	0	[0.00,0.00]	1	1		1	1	
community_29	5	cAMP_metabolic_process	14	0	0.0563154	0	[0.00,0.00]	1	1		1	1	
community_29	5	synaptic_vesicle_endocytosis	14	0	0.0563154	0	[0.00,0.00]	1	1		1	1	
community_29	5	calcium_ion-regulated_exocytosis_of_neur...	4	0	0.0160901	0	[0.00,0.00]	1	1		1	1	
community_29	5	axon_extension_involved_in_axon_guidance	1	0	0.00402253	0	[0.00,0.00]	1	1		1	1	
community_29	5	modulation_of_chemical_synaptic_transmis...	75	0	0.301689	0	[0.00,0.00]	1	1		1	1	
community_29	5	regulation_of_synapse_organization	17	0	0.0683829	0	[0.00,0.00]	1	1		1	1	
community_29	5	synapse_organization	42	0	0.168946	0	[0.00,0.00]	1	1		1	1	
community_29	5	T_cell_receptor_signaling_pathway	37	0	0.148833	0	[0.00,0.00]	1	1		1	1	
community_29	5	B_cell_receptor_signaling_pathway	4	0	0.0160901	0	[0.00,0.00]	1	1		1	1	
community_29	5	stress-activated_MAPK_cascade	37	0	0.148833	0	[0.00,0.00]	1	1		1	1	
community_29	5	response_to_cAMP	13	0	0.0522928	0	[0.00,0.00]	1	1		1	1	
community_29	5	regulation_of_synapse_assembly	10	0	0.0402253	0	[0.00,0.00]	1	1		1	1	
community_29	5	calcium_ion_homeostasis	49	0	0.197104	0	[0.00,0.00]	1	1		1	1	
community_29	5	synapse_maturation	4	0	0.0160901	0	[0.00,0.00]	1	1		1	1	
community_29	5	regulation_of_postsynaptic_membrane_pote...	19	0	0.076428	0	[0.00,0.00]	1	1		1	1	
community_29	5	neuroepithelial_cell_differentiation	4	0	0.0160901	0	[0.00,0.00]	1	1		1	1	
community_29	5	protein_kinase_C_signaling	3	0	0.0120676	0	[0.00,0.00]	1	1		1	1	
community_29	5	cell_communication_involved_in_cardiac_c...	10	0	0.0402253	0	[0.00,0.00]	1	1		1	1	
community_29	5	regulation_of_synaptic_vesicle_cycle	16	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_29	5	neurotransmitter_receptor_transport_to_p...	6	0	0.0241352	0	[0.00,0.00]	1	1		1	1	
community_29	5	axonal_transport	10	0	0.0402253	0	[0.00,0.00]	1	1		1	1	
community_29	5	vesicle-mediated_transport_in_synapse	42	0	0.168946	0	[0.00,0.00]	1	1		1	1	
community_29	5	presynapse_assembly	3	0	0.0120676	0	[0.00,0.00]	1	1		1	1	
community_29	5	regulation_of_postsynaptic_membrane_neur...	6	0	0.0241352	0	[0.00,0.00]	1	1		1	1	
community_29	5	synaptic_vesicle_cycle	38	0	0.152856	0	[0.00,0.00]	1	1		1	1	
community_29	5	presynaptic_process_involved_in_chemical...	37	0	0.148833	0	[0.00,0.00]	1	1		1	1	
community_29	5	synaptic_signaling	124	0	0.498793	0	[0.00,0.00]	1	1		1	1	
community_29	5	trans-synaptic_signaling	124	0	0.498793	0	[0.00,0.00]	1	1		1	1	
community_29	5	chemical_synaptic_transmission,_postsyna...	20	0	0.0804505	0	[0.00,0.00]	1	1		1	1	
community_29	5	regulation_of_neurotransmitter_receptor_...	6	0	0.0241352	0	[0.00,0.00]	1	1		1	1	
community_29	5	neurotransmitter_receptor_transport	7	0	0.0281577	0	[0.00,0.00]	1	1		1	1	
community_29	5	signal_release_from_synapse	36	0	0.144811	0	[0.00,0.00]	1	1		1	1	
community_29	5	regulation_of_synaptic_vesicle_exocytosi...	12	0	0.0482703	0	[0.00,0.00]	1	1		1	1	
community_30	8	MAPK_cascade	122	0	0.785197	0	[0.00,0.00]	1	1		1	1	
community_30	8	neurotransmitter_uptake	8	0	0.0514883	0	[0.00,0.00]	1	1		1	1	
community_30	8	activation_of_innate_immune_response	43	1	0.27675	4.05782	[0.49,33.73]	0.246074	1		0.97132	1	
community_30	8	toll-like_receptor_signaling_pathway	10	1	0.0643604	19.4603	[2.17,174.85]	0.062749	1		0.998409	1	
community_30	8	Fc_receptor_mediated_stimulatory_signali...	25	0	0.160901	0	[0.00,0.00]	1	1		1	1	
community_30	8	immune_response-activating_signal_transd...	72	1	0.463395	2.34205	[0.28,19.30]	0.380442	1		0.926144	1	
community_30	8	innate_immune_response-activating_signal...	42	1	0.270314	4.16028	[0.50,34.60]	0.241018	1		0.972565	1	
community_30	8	dopamine_receptor_signaling_pathway	14	0	0.0901046	0	[0.00,0.00]	1	1		1	1	
community_30	8	Wnt_signaling_pathway,_calcium_modulatin...	8	0	0.0514883	0	[0.00,0.00]	1	1		1	1	
community_30	8	chemical_synaptic_transmission	124	1	0.798069	1.29152	[0.16,10.58]	0.569688	1		0.814187	1	
community_30	8	neurotransmitter_secretion	36	0	0.231698	0	[0.00,0.00]	1	1		1	1	
community_30	8	axon_guidance	40	0	0.257442	0	[0.00,0.00]	1	1		1	1	
community_30	8	synapse_assembly	16	0	0.102977	0	[0.00,0.00]	1	1		1	1	
community_30	8	axo-dendritic_transport	11	0	0.0707965	0	[0.00,0.00]	1	1		1	1	
community_30	8	anterograde_axonal_transport	6	0	0.0386163	0	[0.00,0.00]	1	1		1	1	
community_30	8	hormone-mediated_signaling_pathway	14	0	0.0901046	0	[0.00,0.00]	1	1		1	1	
community_30	8	regulation_of_cardiac_muscle_hypertrophy	10	1	0.0643604	19.4603	[2.17,174.85]	0.062749	1		0.998409	1	
community_30	8	protein_kinase_A_signaling	5	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_30	8	synaptic_vesicle_exocytosis	26	0	0.167337	0	[0.00,0.00]	1	1		1	1	
community_30	8	synaptic_vesicle_priming	10	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_30	8	calcium-mediated_signaling	30	1	0.193081	5.94089	[0.71,49.86]	0.177995	1		0.985588	1	
community_30	8	cAMP-mediated_signaling	9	0	0.0579244	0	[0.00,0.00]	1	1		1	1	
community_30	8	synaptic_vesicle_fusion_to_presynaptic_a...	7	0	0.0450523	0	[0.00,0.00]	1	1		1	1	
community_30	8	TOR_signaling	10	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_30	8	myelin_assembly	5	0	0.0321802	0	[0.00,0.00]	1	1		1	1	
community_30	8	ionotropic_glutamate_receptor_signaling_...	6	0	0.0386163	0	[0.00,0.00]	1	1		1	1	
community_30	8	dopamine_metabolic_process	7	0	0.0450523	0	[0.00,0.00]	1	1		1	1	
community_30	8	myelination	23	0	0.148029	0	[0.00,0.00]	1	1		1	1	
community_30	8	protein_kinase_B_signaling	20	0	0.128721	0	[0.00,0.00]	1	1		1	1	
community_30	8	cAMP_metabolic_process	14	0	0.0901046	0	[0.00,0.00]	1	1		1	1	
community_30	8	synaptic_vesicle_endocytosis	14	0	0.0901046	0	[0.00,0.00]	1	1		1	1	
community_30	8	calcium_ion-regulated_exocytosis_of_neur...	4	0	0.0257442	0	[0.00,0.00]	1	1		1	1	
community_30	8	axon_extension_involved_in_axon_guidance	1	0	0.00643604	0	[0.00,0.00]	1	1		1	1	
community_30	8	modulation_of_chemical_synaptic_transmis...	75	1	0.482703	2.24131	[0.27,18.46]	0.393064	1		0.920598	1	
community_30	8	regulation_of_synapse_organization	17	0	0.109413	0	[0.00,0.00]	1	1		1	1	
community_30	8	synapse_organization	42	0	0.270314	0	[0.00,0.00]	1	1		1	1	
community_30	8	T_cell_receptor_signaling_pathway	37	0	0.238134	0	[0.00,0.00]	1	1		1	1	
community_30	8	B_cell_receptor_signaling_pathway	4	0	0.0257442	0	[0.00,0.00]	1	1		1	1	
community_30	8	stress-activated_MAPK_cascade	37	0	0.238134	0	[0.00,0.00]	1	1		1	1	
community_30	8	response_to_cAMP	13	0	0.0836685	0	[0.00,0.00]	1	1		1	1	
community_30	8	regulation_of_synapse_assembly	10	0	0.0643604	0	[0.00,0.00]	1	1		1	1	
community_30	8	calcium_ion_homeostasis	49	1	0.315366	3.53274	[0.43,29.29]	0.275793	1		0.963372	1	
community_30	8	synapse_maturation	4	0	0.0257442	0	[0.00,0.00]	1	1		1	1	
community_30	8	regulation_of_postsynaptic_membrane_pote...	19	0	0.122285	0	[0.00,0.00]	1	1		1	1	
community_30	8	neuroepithelial_cell_differentiation	4	0	0.0257442	0	[0.00,0.00]	1	1		1	1	
community_30	8	protein_kinase_C_signaling	3	1	0.0193081	88.0714	[7.14,1086.78]	0.0191995	1		0.999892	1	
